timestamp,windowTs,windowLabel,minuteElapsed,oddsUp,oddsDown,btcPrice,priceOpen,priceChangePct,volume
2026-04-06T03:09:51.873Z,1775444700,"Bitcoin Up or Down - April 5, 11:05PM-11:10PM ET",4.86,0.425,0.575,69173.69,69173.69,0,14686.52
2026-04-06T03:10:58.582Z,1775445000,"Bitcoin Up or Down - April 5, 11:10PM-11:15PM ET",0.98,0.495,0.505,69215.24,69215.24,0,14697.49
2026-04-06T03:11:28.396Z,1775445000,"Bitcoin Up or Down - April 5, 11:10PM-11:15PM ET",1.47,0.495,0.505,69219.9,69215.24,0.0067,14701.4
2026-04-06T03:11:58.709Z,1775445000,"Bitcoin Up or Down - April 5, 11:10PM-11:15PM ET",1.98,0.495,0.505,69212,69215.24,-0.0047,14702.01
2026-04-06T03:12:28.400Z,1775445000,"Bitcoin Up or Down - April 5, 11:10PM-11:15PM ET",2.47,0.725,0.275,69200.31,69215.24,-0.0216,14703.42
2026-04-06T03:12:58.399Z,1775445000,"Bitcoin Up or Down - April 5, 11:10PM-11:15PM ET",2.97,0.725,0.275,69178.65,69215.24,-0.0529,14712.08
